sample_idx,is_ood,true_label,true_class_name,pred_label,pred_class_name,correct,confidence,total_entropy,aleatoric,epistemic,variance,error,coverage,cumulative_risk,action
119,False,30,toilet,30,toilet,True,0.9995781183242798,0.0046621984802186,0.0040488559752702,0.0006133425049483,1.4834165895649676e-08,False,0.01053484602917342,0.0,Grasp
1082,False,6,chair,6,chair,True,0.9995694160461426,0.0047712521627545,0.004104679916054,0.0006665722467005,2.572912727316634e-08,False,0.01094003241491086,0.0,Grasp
662,False,25,sofa,25,sofa,True,0.999557375907898,0.0046885227784514,0.0043257316574454,0.000362791121006,8.763100467490403e-09,False,0.011345218800648298,0.0,Grasp
925,False,17,monitor,17,monitor,True,0.999552309513092,0.0047542490065097,0.0038929067086428,0.0008613422978669,7.63459837571645e-08,False,0.011750405186385737,0.0,Grasp
986,False,25,sofa,25,sofa,True,0.9995437860488892,0.0047947345301508,0.0043245810084044,0.0004701535217463,1.2248462688546624e-08,False,0.012155591572123177,0.0,Grasp
1515,False,0,airplane,0,airplane,True,0.9995373487472534,0.004908378701657,0.0043076123110949,0.000600766390562,2.1575937481088662e-08,False,0.012560777957860616,0.0,Grasp
943,False,2,bed,2,bed,True,0.999521791934967,0.0048132170923054,0.0042304345406591,0.0005827825516462,3.0594570432640467e-08,False,0.012965964343598054,0.0,Grasp
2190,False,6,chair,6,chair,True,0.9995208978652954,0.0050902217626571,0.0045834137126803,0.0005068080499768,1.3570507384486064e-08,False,0.013371150729335495,0.0,Grasp
390,False,0,airplane,0,airplane,True,0.9995180368423462,0.0050565982237458,0.0043366658501327,0.0007199323736131,4.2590404092379686e-08,False,0.013776337115072933,0.0,Grasp
1451,False,6,chair,6,chair,True,0.9994975924491882,0.0051671238616108,0.0045082899741828,0.000658833887428,3.006378079817296e-08,False,0.014181523500810372,0.0,Grasp
1,False,0,airplane,0,airplane,True,0.9994956254959106,0.0054254150018095,0.0046367542818188,0.0007886607199907,3.580912988354612e-08,False,0.014586709886547812,0.0,Grasp
47,False,0,airplane,0,airplane,True,0.9994921088218688,0.0055500837042927,0.0050373831763863,0.0005127005279064,1.292842011224593e-08,False,0.014991896272285251,0.0,Grasp
312,False,25,sofa,25,sofa,True,0.9994909167289734,0.0050301956944167,0.0038989628665149,0.0011312328279018,1.294707345778079e-07,False,0.01539708265802269,0.0,Grasp
475,False,2,bed,2,bed,True,0.9994840621948242,0.0052073020488023,0.0046658189967274,0.0005414830520749,1.8693722125817658e-08,False,0.015802269043760128,0.0,Grasp
2011,False,0,airplane,0,airplane,True,0.999472439289093,0.0054341712966561,0.0045923013240098,0.0008418699726462,4.83732165434958e-08,False,0.01620745542949757,0.0,Grasp
573,False,25,sofa,25,sofa,True,0.999463677406311,0.0055762715637683,0.0051778508350253,0.000398420728743,8.87225226620103e-09,False,0.01661264181523501,0.0,Grasp
515,False,6,chair,6,chair,True,0.9994520545005798,0.005623273551464,0.004921639803797,0.000701633747667,4.1041129605901006e-08,False,0.017017828200972446,0.0,Grasp
954,False,2,bed,2,bed,True,0.999443769454956,0.0059209982864558,0.00476097734645,0.0011600209400057,7.705946103442329e-08,False,0.017423014586709886,0.0,Grasp
544,False,0,airplane,0,airplane,True,0.9994418621063232,0.0056899562478065,0.0051514655351638,0.0005384907126426,1.7735814594743715e-08,False,0.017828200972447326,0.0,Grasp
1205,False,2,bed,2,bed,True,0.9994412660598756,0.0060023418627679,0.0054598865099251,0.0005424553528428,1.8531808976263164e-08,False,0.018233387358184763,0.0,Grasp
1641,False,0,airplane,0,airplane,True,0.9994348287582396,0.0060108574107289,0.0050349971279501,0.0009758602827787,4.5563300687945236e-08,False,0.018638573743922204,0.0,Grasp
937,False,17,monitor,17,monitor,True,0.9994292855262756,0.0061191190034151,0.0055377669632434,0.0005813520401716,1.6218523413158437e-08,False,0.019043760129659644,0.0,Grasp
1010,False,0,airplane,0,airplane,True,0.9994139671325684,0.0060296356678009,0.0053836018778383,0.0006460337899625,2.1607855060779e-08,False,0.019448946515397084,0.0,Grasp
1448,False,6,chair,6,chair,True,0.99940288066864,0.0056569897569715,0.0052028498612344,0.0004541398957371,2.618077665772489e-08,False,0.01985413290113452,0.0,Grasp
331,False,25,sofa,25,sofa,True,0.999394953250885,0.0058386446908116,0.0053636212833225,0.000475023407489,2.7846187578006724e-08,False,0.02025931928687196,0.0,Grasp
2181,False,0,airplane,0,airplane,True,0.9993858933448792,0.006203481927514,0.0055886968038976,0.0006147851236164,2.9904416720683e-08,False,0.020664505672609402,0.0,Grasp
1371,False,6,chair,6,chair,True,0.9993838667869568,0.0064923232421278,0.0056381565518677,0.0008541666902601,3.588477071048146e-08,False,0.02106969205834684,0.0,Grasp
805,False,2,bed,2,bed,True,0.999382495880127,0.0064475005492568,0.0058915112167596,0.0005559893324971,1.7416681430404424e-08,False,0.02147487844408428,0.0,Grasp
1434,False,2,bed,2,bed,True,0.9993720054626464,0.0066319359466433,0.0054188631474971,0.0012130727991461,9.417921376098093e-08,False,0.02188006482982172,0.0,Grasp
2049,False,30,toilet,30,toilet,True,0.9993690848350524,0.0067850272171199,0.0058989250101149,0.000886102207005,3.014581295701646e-08,False,0.022285251215559156,0.0,Grasp
585,False,5,car,5,car,True,0.999357521533966,0.0066749253310263,0.0056216572411358,0.0010532680898904,5.0959883424184234e-08,False,0.022690437601296597,0.0,Grasp
444,False,0,airplane,0,airplane,True,0.9993523359298706,0.0065918788313865,0.0058334404602646,0.0007584383711218,3.64680943221174e-08,False,0.023095623987034037,0.0,Grasp
433,False,2,bed,2,bed,True,0.9993433952331544,0.0068058744072914,0.0059275748208165,0.0008782995864748,5.116313062103473e-08,False,0.023500810372771474,0.0,Grasp
915,False,2,bed,2,bed,True,0.9993345141410828,0.0071338899433612,0.006272979080677,0.0008609108626842,4.6384332819116025e-08,False,0.023905996758508914,0.0,Grasp
1372,False,2,bed,2,bed,True,0.9993337988853456,0.0066880583763122,0.0056489184498786,0.0010391399264335,6.393333507048737e-08,False,0.024311183144246355,0.0,Grasp
354,False,6,chair,6,chair,True,0.9993260502815248,0.0066737039014697,0.0059359902516007,0.0007377136498689,4.7212999731982563e-08,False,0.02471636952998379,0.0,Grasp
537,False,2,bed,2,bed,True,0.9993194937705994,0.0066627855412662,0.0053251353092491,0.001337650232017,2.0578227122314277e-07,False,0.025121555915721232,0.0,Grasp
1506,False,2,bed,2,bed,True,0.9993172883987428,0.0072414926253259,0.0067191561684012,0.0005223364569246,1.4185252084075728e-08,False,0.025526742301458672,0.0,Grasp
770,False,25,sofa,25,sofa,True,0.9993112683296204,0.0068412190303206,0.0061841025017201,0.0006571165286004,3.5165349743238046e-08,False,0.02593192868719611,0.0,Grasp
97,False,30,toilet,30,toilet,True,0.9992780685424804,0.0076324408873915,0.0068234456703066,0.0008089952170848,3.309268592488479e-08,False,0.02633711507293355,0.0,Grasp
518,False,25,sofa,25,sofa,True,0.9992554783821106,0.0074983621016144,0.0067785698920488,0.0007197922095656,2.8605398938452712e-08,False,0.02674230145867099,0.0,Grasp
250,False,2,bed,2,bed,True,0.9992542862892152,0.0071462295018136,0.0061180894263088,0.0010281400755047,1.2310741226428945e-07,False,0.027147487844408427,0.0,Grasp
95,False,30,toilet,30,toilet,True,0.9992451071739196,0.0076488470658659,0.0063312440179288,0.0013176030479371,1.320711504604333e-07,False,0.027552674230145867,0.0,Grasp
1380,False,0,airplane,0,airplane,True,0.9992370009422302,0.0080914795398712,0.0074108131229877,0.0006806664168834,3.2566713770165734e-08,False,0.027957860615883307,0.0,Grasp
2257,False,6,chair,6,chair,True,0.9992297887802124,0.007972496561706,0.0067068412899971,0.0012656552717089,8.308577292837073e-08,False,0.028363047001620744,0.0,Grasp
692,False,5,car,5,car,True,0.999213695526123,0.0073530869558453,0.0062667676247656,0.0010863193310797,1.2004213090222038e-07,False,0.028768233387358184,0.0,Grasp
1135,False,25,sofa,25,sofa,True,0.9992078542709352,0.0078879557549953,0.0066157896071672,0.0012721661478281,9.634752018428117e-08,False,0.029173419773095625,0.0,Grasp
1730,False,30,toilet,30,toilet,True,0.9992021322250366,0.008338744752109,0.007057499140501,0.001281245611608,7.245039057579562e-08,False,0.02957860615883306,0.0,Grasp
2178,False,2,bed,2,bed,True,0.999196469783783,0.0082442332059144,0.0072260643355548,0.0010181688703596,5.6907797585381565e-08,False,0.029983792544570502,0.0,Grasp
1084,False,2,bed,2,bed,True,0.999191403388977,0.0080644087865948,0.0066894893534481,0.0013749194331467,1.6813071113119807e-07,False,0.030388978930307942,0.0,Grasp
427,False,2,bed,2,bed,True,0.9991797804832458,0.0085443304851651,0.007294975221157,0.001249355264008,1.0081428314379083e-07,False,0.03079416531604538,0.0,Grasp
1162,False,2,bed,2,bed,True,0.9991788268089294,0.0082947174087166,0.0074378778226673,0.0008568395860493,4.162240330174427e-08,False,0.03119935170178282,0.0,Grasp
29,False,2,bed,2,bed,True,0.9991782307624816,0.0083234058693051,0.0068332981318235,0.0014901077374815,1.7286774323110876e-07,False,0.031604538087520256,0.0,Grasp
1181,False,30,toilet,30,toilet,True,0.9991706013679504,0.0086241206154227,0.0076561206951737,0.0009679999202489,4.571502998373944e-08,False,0.0320097244732577,0.0,Grasp
505,False,25,sofa,25,sofa,True,0.9991614818572998,0.007591632194817,0.006928683258593,0.0006629489362239,5.4753744649360676e-08,False,0.03241491085899514,0.0,Grasp
1706,False,6,chair,6,chair,True,0.999160647392273,0.0084632895886898,0.0077297971583902,0.0007334924302995,4.0486426655661496e-08,False,0.032820097244732574,0.0,Grasp
1151,False,25,sofa,25,sofa,True,0.9991475939750672,0.0087860673666,0.0079733105376362,0.0008127568289637,4.0589000604995824e-08,False,0.03322528363047002,0.0,Grasp
152,False,2,bed,2,bed,True,0.9991437792778016,0.0084042567759752,0.0072703356854617,0.0011339210905134,1.4821708305134964e-07,False,0.033630470016207455,0.0,Grasp
1349,False,2,bed,2,bed,True,0.999132513999939,0.0086350459605455,0.0074271950870752,0.0012078508734703,6.451234213500356e-08,False,0.03403565640194489,0.0,Grasp
1844,False,0,airplane,0,airplane,True,0.9991275668144226,0.0087737534195184,0.0075297281146049,0.0012440253049135,9.824439928252104e-08,False,0.034440842787682335,0.0,Grasp
2242,False,25,sofa,25,sofa,True,0.9991194009780884,0.0081480294466018,0.0073637110181152,0.0007843184284865,6.441628386255617e-08,False,0.03484602917341977,0.0,Grasp
1836,False,25,sofa,25,sofa,True,0.9991194009780884,0.0088449334725737,0.0081501370295882,0.0006947964429855,3.4530675208088724e-08,False,0.03525121555915721,0.0,Grasp
1222,False,2,bed,2,bed,True,0.9991121888160706,0.0088188536465168,0.0074212695471942,0.0013975840993225,1.3485738747931464e-07,False,0.03565640194489465,0.0,Grasp
647,False,25,sofa,25,sofa,True,0.9991104006767272,0.0088869584724307,0.0081172343343496,0.000769724138081,4.3771635205303034e-08,False,0.03606158833063209,0.0,Grasp
898,False,2,bed,2,bed,True,0.999096691608429,0.008557048626244,0.0072602746076881,0.0012967740185558,2.069220244038661e-07,False,0.03646677471636953,0.0,Grasp
726,False,2,bed,2,bed,True,0.999083936214447,0.0089210327714681,0.0076307477429509,0.0012902850285172,1.3332443415947637e-07,False,0.03687196110210697,0.0,Grasp
753,False,17,monitor,17,monitor,True,0.9990766048431396,0.009051326662302,0.0080747418105602,0.0009765848517417,6.083622849928362e-08,False,0.03727714748784441,0.0,Grasp
940,False,6,chair,6,chair,True,0.9990748763084412,0.008563544601202,0.007664754986763,0.000898789614439,7.564990056607712e-08,False,0.03768233387358185,0.0,Grasp
82,False,0,airplane,0,airplane,True,0.9990732669830322,0.0089767426252365,0.0081131877377629,0.0008635548874735,5.2174502940260936e-08,False,0.03808752025931929,0.0,Grasp
1946,False,5,car,5,car,True,0.9990665912628174,0.0091806761920452,0.0080208173021674,0.0011598588898777,9.477509621547142e-08,False,0.038492706645056725,0.0,Grasp
1160,False,25,sofa,25,sofa,True,0.9990658164024352,0.0088303107768297,0.007953074760735,0.0008772360160946,6.934625673693517e-08,False,0.03889789303079417,0.0,Grasp
2198,False,6,chair,6,chair,True,0.9990614652633668,0.0088489986956119,0.0079023074358701,0.0009466912597417,7.019107073347186e-08,False,0.039303079416531606,0.0,Grasp
1533,False,5,car,5,car,True,0.999019742012024,0.0097817275673151,0.0082260053604841,0.0015557222068309,1.2446963637557928e-07,False,0.03970826580226904,0.0,Grasp
1014,False,30,toilet,30,toilet,True,0.999016523361206,0.0101200575008988,0.0087124751880764,0.0014075823128223,1.0175367037845717e-07,False,0.040113452188006486,0.0,Grasp
933,False,2,bed,2,bed,True,0.9990109205245972,0.009844783693552,0.0083005921915173,0.0015441915020346,1.3947492050192525e-07,False,0.04051863857374392,0.0,Grasp
1099,False,0,airplane,0,airplane,True,0.9990032315254213,0.01005226559937,0.0091233476996421,0.0009289178997278,4.9051656958454266e-08,False,0.04092382495948136,0.0,Grasp
343,False,2,bed,2,bed,True,0.9989968538284302,0.0098951878026127,0.0086898896843194,0.0012052981182932,9.177889381817297e-08,False,0.041329011345218804,0.0,Grasp
1081,False,30,toilet,30,toilet,True,0.998988389968872,0.0102893095463514,0.008695799857378,0.0015935096889734,2.239589633745709e-07,False,0.04173419773095624,0.0,Grasp
2220,False,6,chair,6,chair,True,0.9989749789237976,0.010316826403141,0.0090913390740752,0.0012254873290657,7.459367878936973e-08,False,0.04213938411669368,0.0,Grasp
547,False,25,sofa,25,sofa,True,0.9989727735519408,0.0097454516217112,0.0082628419622778,0.0014826096594333,2.373219416540451e-07,False,0.04254457050243112,0.0,Grasp
516,False,2,bed,2,bed,True,0.9989715814590454,0.0103298490867018,0.0092840958386659,0.0010457532480359,5.7350149518242695e-08,False,0.04294975688816856,0.0,Grasp
1541,False,17,monitor,17,monitor,True,0.9989622235298156,0.0105061568319797,0.0093904044479131,0.0011157523840665,6.838928356955877e-08,False,0.043354943273905995,0.0,Grasp
30,False,9,desk,9,desk,True,0.9989598393440248,0.0102253202348947,0.0083001647144556,0.0019251555204391,2.426507137442968e-07,False,0.04376012965964344,0.0,Grasp
2162,False,2,bed,2,bed,True,0.998955011367798,0.0102304480969905,0.0082163903862237,0.0020140577107667,3.7203486158432497e-07,False,0.044165316045380876,0.0,Grasp
1491,False,17,monitor,17,monitor,True,0.9989526867866516,0.0104890679940581,0.0086959190666675,0.0017931489273905,1.6689820370174857e-07,False,0.04457050243111831,0.0,Grasp
1622,False,25,sofa,25,sofa,True,0.9989525079727172,0.0093557350337505,0.0081060398370027,0.0012496951967477,2.5050047725017066e-07,False,0.044975688816855756,0.0,Grasp
923,False,30,toilet,30,toilet,True,0.9989476799964904,0.0107076717540621,0.0095199448987841,0.001187726855278,8.176291288464199e-08,False,0.04538087520259319,0.0,Grasp
99,False,0,airplane,0,airplane,True,0.9989380836486816,0.0107752829790115,0.0093483878299593,0.0014268951490521,1.5648633677756155e-07,False,0.04578606158833063,0.0,Grasp
280,False,5,car,5,car,True,0.9989376664161682,0.0098290964961051,0.0080245910212397,0.0018045054748654,4.1603956901781203e-07,False,0.046191247974068074,0.0,Grasp
789,False,6,chair,6,chair,True,0.9989315271377563,0.0103374496102333,0.0092329690232872,0.001104480586946,7.905317289669257e-08,False,0.04659643435980551,0.0,Grasp
1640,False,30,toilet,30,toilet,True,0.9989304542541504,0.0104003325104713,0.0090820072218775,0.0013183252885937,8.101528692350257e-08,False,0.04700162074554295,0.0,Grasp
1717,False,25,sofa,25,sofa,True,0.9989288449287416,0.0105184223502874,0.0092532923445105,0.0012651300057768,1.4299530448624864e-07,False,0.04740680713128039,0.0,Grasp
1318,False,2,bed,2,bed,True,0.998921513557434,0.0103228818625211,0.0080215185880661,0.002301363274455,5.067319648333068e-07,False,0.04781199351701783,0.0,Grasp
661,False,25,sofa,25,sofa,True,0.9989171624183656,0.0100291464477777,0.0086128991097211,0.0014162473380565,1.9054803601648018e-07,False,0.048217179902755265,0.0,Grasp
1088,False,25,sofa,25,sofa,True,0.9989160299301147,0.0104166269302368,0.0089330086484551,0.0014836182817816,1.9614329005435138e-07,False,0.04862236628849271,0.0,Grasp
1649,False,5,car,5,car,True,0.9989140033721924,0.0099908355623483,0.0088434098288416,0.0011474257335066,9.713861004456704e-08,False,0.049027552674230146,0.0,Grasp
1971,False,6,chair,6,chair,True,0.9988983869552612,0.0105273127555847,0.0090822987258434,0.0014450140297412,1.2875632648956525e-07,False,0.04943273905996758,0.0,Grasp
10,False,0,airplane,0,airplane,True,0.998894214630127,0.0112071577459573,0.0098722083494067,0.0013349493965506,9.184482507862413e-08,False,0.04983792544570503,0.0,Grasp
496,False,0,airplane,0,airplane,True,0.9988640546798706,0.0102954870089888,0.0081766806542873,0.0021188063547015,3.7834828958693844e-07,False,0.050243111831442464,0.0,Grasp
1495,False,9,desk,9,desk,True,0.9988552331924438,0.0107794506475329,0.0093938130885362,0.0013856375589966,1.351762080048502e-07,False,0.0506482982171799,0.0,Grasp
616,False,0,airplane,0,airplane,True,0.9988454580307008,0.0110499504953622,0.0098089631646871,0.0012409873306751,1.149944068856712e-07,False,0.051053484602917344,0.0,Grasp
1123,False,0,airplane,0,airplane,True,0.9988308548927308,0.0118716992437839,0.0106335934251546,0.0012381058186292,8.815048602173192e-08,False,0.05145867098865478,0.0,Grasp
671,False,6,chair,6,chair,True,0.9988173246383668,0.0117600448429584,0.0098697748035192,0.0018902700394392,1.8521429012707813e-07,False,0.05186385737439222,0.0,Grasp
2240,False,25,sofa,25,sofa,True,0.9988124370574952,0.0112337907776236,0.0094935307279229,0.0017402600497007,2.69869872226991e-07,False,0.05226904376012966,0.0,Grasp
727,False,30,toilet,30,toilet,True,0.9988084435462952,0.0115886926651,0.0103499181568622,0.0012387745082378,1.2059771847816594e-07,False,0.0526742301458671,0.0,Grasp
1280,False,2,bed,2,bed,True,0.99880051612854,0.0119374729692935,0.0102215241640806,0.0017159488052129,1.4448825425006362e-07,False,0.053079416531604535,0.0,Grasp
1964,False,0,airplane,0,airplane,True,0.9987984299659728,0.0109604010358452,0.0095189837738871,0.0014414172619581,2.0716959170385962e-07,False,0.05348460291734198,0.0,Grasp
88,False,30,toilet,30,toilet,True,0.9987981915473938,0.0117316264659166,0.0103799384087324,0.0013516880571842,1.1685603595879003e-07,False,0.053889789303079416,0.0,Grasp
87,False,0,airplane,0,airplane,True,0.9987975358963012,0.0119565650820732,0.0106100039556622,0.0013465611264109,1.0475243783503176e-07,False,0.05429497568881685,0.0,Grasp
2167,False,5,car,5,car,True,0.9987690448760986,0.0119605977088212,0.0103433579206466,0.0016172397881746,1.5073136694354616e-07,False,0.0547001620745543,0.0,Grasp
1675,False,25,sofa,25,sofa,True,0.9987664818763732,0.0112947151064872,0.0101486910134553,0.0011460240930318,1.0372858838536558e-07,False,0.055105348460291734,0.0,Grasp
391,False,17,monitor,17,monitor,True,0.9987624883651732,0.0124456658959388,0.0113389063626527,0.001106759533286,6.17387740931008e-08,False,0.05551053484602917,0.0,Grasp
2166,False,17,monitor,17,monitor,True,0.9987612366676332,0.0116588342934846,0.010210832580924,0.0014480017125606,1.4389736691100552e-07,False,0.055915721231766614,0.0,Grasp
1223,False,20,piano,20,piano,True,0.9987497925758362,0.0124076111242175,0.0108591681346297,0.0015484429895877,1.7310273392467934e-07,False,0.05632090761750405,0.0,Grasp
2067,False,25,sofa,25,sofa,True,0.998747944831848,0.0120691880583763,0.010210994631052,0.0018581934273242,2.3517830527453046e-07,False,0.05672609400324149,0.0,Grasp
318,False,25,sofa,25,sofa,True,0.998741090297699,0.0118067786097526,0.0105387484654784,0.0012680301442742,1.0243123682585065e-07,False,0.05713128038897893,0.0,Grasp
181,False,25,sofa,25,sofa,True,0.9987250566482544,0.0113219954073429,0.0099315801635384,0.0013904152438044,2.159492140663133e-07,False,0.05753646677471637,0.0,Grasp
2214,False,25,sofa,25,sofa,True,0.9987077116966248,0.0123557616025209,0.0112373549491167,0.0011184066534042,1.0201159028611073e-07,False,0.057941653160453806,0.0,Grasp
1576,False,6,chair,6,chair,True,0.9987016916275024,0.0111696608364582,0.0086998734623193,0.0024697873741388,5.987112103866821e-07,False,0.05834683954619125,0.0,Grasp
1588,False,25,sofa,25,sofa,True,0.9986881613731384,0.0120811471715569,0.0108518125489354,0.0012293346226215,1.3932790920989646e-07,False,0.058752025931928686,0.0,Grasp
284,False,30,toilet,30,toilet,True,0.9986804127693176,0.0126652382314205,0.0104555543512105,0.0022096838802099,2.81574699556586e-07,False,0.05915721231766612,0.0,Grasp
1637,False,25,sofa,25,sofa,True,0.9986734986305236,0.0127318613231182,0.0113803846761584,0.0013514766469597,1.4490483124518505e-07,False,0.05956239870340357,0.0,Grasp
1602,False,30,toilet,30,toilet,True,0.9986687302589417,0.0130636021494865,0.0120070939883589,0.0010565081611275,5.844832173806935e-08,False,0.059967585089141004,0.0,Grasp
600,False,30,toilet,30,toilet,True,0.9986459612846376,0.0116854067891836,0.0104800537228584,0.0012053530663251,1.6280246484257077e-07,False,0.06037277147487844,0.0,Grasp
423,False,0,airplane,0,airplane,True,0.9986143112182616,0.0134771512821316,0.0109711894765496,0.002505961805582,6.104671115281235e-07,False,0.060777957860615885,0.0,Grasp
1781,False,5,car,5,car,True,0.9986098408699036,0.0133068803697824,0.0120978839695453,0.001208996400237,6.87564707391175e-08,False,0.06118314424635332,0.0,Grasp
394,False,17,monitor,17,monitor,True,0.9986061453819276,0.0130634289234876,0.0116079850122332,0.0014554439112544,1.5317630186473252e-07,False,0.06158833063209076,0.0,Grasp
2036,False,0,airplane,0,airplane,True,0.9986061453819276,0.0137513652443885,0.0119606079533696,0.0017907572910189,2.012377535720589e-07,False,0.0619935170178282,0.0,Grasp
1360,False,6,chair,6,chair,True,0.998589813709259,0.0123101063072681,0.009569332934916,0.0027407733723521,7.994801762833958e-07,False,0.06239870340356564,0.0,Grasp
249,False,2,bed,2,bed,True,0.9985894560813904,0.0137779209762811,0.0117958346381783,0.0019820863381028,1.8999580220224746e-07,False,0.06280388978930308,0.0,Grasp
664,False,17,monitor,17,monitor,True,0.9985807538032532,0.013735874556005,0.0120843788608908,0.0016514956951141,1.5949102305512497e-07,False,0.06320907617504051,0.0,Grasp
1835,False,17,monitor,17,monitor,True,0.998571276664734,0.0131954830139875,0.0116910729557275,0.0015044100582599,1.839030829842159e-07,False,0.06361426256077796,0.0,Grasp
1488,False,25,sofa,25,sofa,True,0.9985672235488892,0.0133187621831893,0.012236132286489,0.0010826298967003,9.058441463594137e-08,False,0.0640194489465154,0.0,Grasp
2086,False,6,chair,6,chair,True,0.9985640048980712,0.0139708025380969,0.0117827523499727,0.0021880501881241,3.2959260920506495e-07,False,0.06442463533225283,0.0,Grasp
859,False,6,chair,6,chair,True,0.9985628724098206,0.0133443120867013,0.0114259589463472,0.0019183531403541,3.560174377525982e-07,False,0.06482982171799027,0.0,Grasp
1918,False,30,toilet,30,toilet,True,0.998534083366394,0.0134757496416568,0.0124492095783352,0.0010265400633215,9.3349555640998e-08,False,0.06523500810372772,0.0,Grasp
1735,False,6,chair,6,chair,True,0.9985116124153136,0.0119808744639158,0.0108380233868956,0.0011428510770201,2.865299109089392e-07,False,0.06564019448946515,0.0,Grasp
549,False,2,bed,2,bed,True,0.9985116124153136,0.0134002603590488,0.0119161633774638,0.001484096981585,1.8434315052218158e-07,False,0.06604538087520259,0.0,Grasp
